"","city","gender"
"5188","Coventry","F"
"5189","Exeter","M"
"5190","Bristol","F"
"5191","Huddersfield","F"
"5192","Birkenhead","U"
"5193","Huddersfield","F"
"5194","Bradford","F"
"5195","Blackburn","U"
"5196","Swindon","U"
"5197","Chatham","F"
"5198","Dundee","M"
"5199","Brighton","F"
"5200","Preston","F"
"5201","Leicester","U"
"5202","Cambridge","M"
"5203","Telford","F"
"5204","Derby","F"
"5205","Glasgow","F"
"5206","Exeter","U"
"5207","Slough","U"
"5208","Northampton","U"
"5209","Peterborough","F"
"5210","Blackpool","F"
"5211","Wakefield","U"
"5212","Edinburgh","F"
"5213","Swindon","F"
"5214","Middlesbrough","F"
"5215","Northampton","F"
"5216","National Average","F"
"5217","","F"
"5218","Blackburn","M"
"5219","Sheffield","F"
"5220","Belfast","U"
"5221","Leicester","F"
"5222","Gloucester","F"
"5223","Hull","F"
"5224","Leicester","F"
"5225","Brighton","F"
"5226","Gloucester","F"
"5227","Swindon","U"
"5228","Slough","U"
"5229","Newcastle","F"
"5230","York","F"
"5231","Plymouth","F"
"5232","Southend","F"
"5233","Chatham","F"
"5234","Birmingham","M"
"5235","Sheffield","F"
"5236","Mansfield","F"
"5237","Huddersfield","F"
"5238","Bradford","F"
"5239","Southampton","F"
"5240","Aldershot","F"
"5241","Oxford","F"
"5242","Portsmouth","F"
"5243","Stoke","F"
"5244","Preston","U"
"5245","Birmingham","F"
"5246","Huddersfield","F"
"5247","Milton Keynes","F"
"5248","Sunderland","F"
"5249","Brighton","F"
"5250","Portsmouth","F"
"5251","Blackpool","F"
"5252","Gloucester","F"
"5253","Swansea","U"
"5254","Swansea","F"
"5255","Hull","U"
"5256","Crawley","F"
"5257","Swansea","F"
"5258","Belfast","U"
"5259","Telford","F"
"5260","Huddersfield","F"
"5261","Southampton","U"
"5262","Belfast","F"
"5263","Leicester","F"
"5264","Blackburn","F"
"5265","Newport","F"
"5266","Mansfield","U"
"5267","Belfast","U"
"5268","Plymouth","F"
"5269","Ipswich","F"
"5270","Middlesbrough","U"
"5271","Leicester","U"
"5272","Chatham","U"
"5273","Brighton","U"
"5274","Swansea","F"
"5275","Gloucester","F"
"5276","Plymouth","U"
"5277","Doncaster","F"
"5278","Liverpool","F"
"5279","Dundee","M"
"5280","Birkenhead","U"
"5281","Manchester","F"
"5282","Blackburn","F"
"5283","Coventry","F"
"5284","Doncaster","F"
"5285","Manchester","F"
"5286","Swindon","M"
"5287","Basildon","F"
"5288","Newcastle","M"
"5289","Peterborough","F"
"5290","Barnsley","F"
"5291","Sunderland","F"
"5292","Middlesbrough","F"
"5293","Gloucester","F"
"5294","Gloucester","F"
"5295","Aberdeen","F"
"5296","Blackpool","U"
"5297","National Average","F"
"5298","Blackburn","M"
"5299","Manchester","F"
"5300","Bristol","F"
"5301","Liverpool","F"
"5302","Slough","F"
"5303","Peterborough","F"
"5304","Manchester","F"
"5305","Reading","F"
"5306","Exeter","F"
"5307","Ipswich","U"
"5308","Norwich","U"
"5309","Cardiff","F"
"5310","Barnsley","F"
"5311","Exeter","F"
"5312","Birmingham","F"
"5313","Oxford","F"
"5314","Southend","F"
"5315","Newcastle","M"
"5316","Nottingham","M"
"5317","Blackpool","U"
"5318","Middlesbrough","M"
"5319","Chatham","F"
"5320","Wakefield","F"
"5321","Newcastle","F"
"5322","Birmingham","F"
"5323","Dundee","F"
"5324","London","U"
"5325","Stoke","F"
"5326","Reading","M"
"5327","Reading","F"
"5328","Coventry","F"
"5329","Bournemouth","F"
"5330","Blackburn","U"
"5331","Southend","F"
"5332","Chatham","F"
"5333","Portsmouth","F"
"5334","Derby","F"
"5335","Crawley","F"
"5336","Edinburgh","F"
"5337","Chatham","M"
"5338","Norwich","F"
"5339","Birkenhead","F"
"5340","Manchester","F"
"5341","Peterborough","F"
"5342","Birkenhead","F"
"5343","Telford","U"
"5344","Blackburn","M"
"5345","Leicester","F"
"5346","Aberdeen","F"
"5347","Chatham","F"
"5348","Coventry","F"
"5349","Burnley","F"
"5350","Portsmouth","M"
"5351","Dundee","F"
"5352","Barnsley","F"
"5353","Swindon","F"
"5354","Aldershot","F"
"5355","Swansea","F"
"5356","Milton Keynes","F"
"5357","Slough","F"
"5358","Blackpool","F"
"5359","Newport","F"
"5360","Cambridge","F"
"5361","Exeter","F"
"5362","Mansfield","M"
"5363","Slough","F"
"5364","Aberdeen","F"
"5365","Milton Keynes","F"
"5366","Stoke","F"
"5367","Cambridge","F"
"5368","Dundee","F"
"5369","Birmingham","F"
"5370","Cardiff","F"
"5371","Cardiff","U"
"5372","Sheffield","M"
"5373","National Average","M"
"5374","Birkenhead","M"
"5375","Oxford","U"
"5376","Leeds","F"
"5377","Burnley","M"
"5378","Blackpool","F"
"5379","Sunderland","F"
"5380","Birmingham","F"
"5381","Oxford","F"
"5382","Blackpool","F"
"5383","Leeds","U"
"5384","Aldershot","F"
"5385","Sheffield","F"
"5386","Coventry","F"
"5387","Birmingham","F"
"5388","Manchester","F"
"5389","Swansea","F"
"5390","Wakefield","F"
"5391","Leeds","F"
"5392","Blackburn","F"
"5393","Newcastle","F"
"5394","Oxford","F"
"5395","Plymouth","F"
"5396","Middlesbrough","F"
"5397","Stoke","U"
"5398","Chatham","F"
"5399","Liverpool","U"
"5400","National Average","M"
"5401","Chatham","F"
"5402","Mansfield","F"
"5403","Glasgow","F"
"5404","Stoke","F"
"5405","Derby","F"
"5406","Plymouth","F"
"5407","Aldershot","U"
"5408","Reading","U"
"5409","Sheffield","M"
"5410","Stoke","F"
"5411","Belfast","F"
"5412","Basildon","M"
"5413","Barnsley","F"
"5414","Slough","U"
"5415","Southend","F"
"5416","Doncaster","F"
"5417","Aberdeen","F"
"5418","Stoke","U"
"5419","Dundee","M"
"5420","Huddersfield","U"
"5421","Bristol","F"
"5422","Ipswich","F"
"5423","Milton Keynes","F"
"5424","Barnsley","F"
"5425","Aldershot","U"
"5426","Cardiff","F"
"5427","Leicester","F"
"5428","Newcastle","F"
"5429","Cambridge","M"
"5430","Edinburgh","F"
"5431","Birmingham","F"
"5432","Exeter","F"
"5433","Ipswich","F"
"5434","Blackpool","F"
"5435","Southampton","F"
"5436","Ipswich","F"
"5437","Belfast","F"
"5438","Aberdeen","F"
"5439","Derby","U"
"5440","Portsmouth","F"
"5441","Cardiff","F"
"5442","Birkenhead","F"
"5443","Milton Keynes","F"
"5444","Burnley","F"
"5445","Leicester","U"
"5446","Reading","U"
"5447","Coventry","U"
"5448","Coventry","U"
"5449","Swansea","F"
"5450","Barnsley","F"
"5451","Slough","F"
"5452","Basildon","F"
"5453","Mansfield","F"
"5454","Aldershot","F"
"5455","Southend","U"
"5456","Manchester","F"
"5457","Newport","F"
"5458","Chatham","M"
"5459","Southampton","F"
"5460","Plymouth","F"
"5461","Norwich","F"
"5462","Stoke","F"
"5463","Slough","F"
"5464","Norwich","M"
"5465","Leeds","F"
"5466","Dundee","F"
"5467","Aberdeen","F"
"5468","Gloucester","F"
"5469","Leicester","F"
"5470","Norwich","F"
"5471","Gloucester","U"
"5472","Telford","F"
"5473","Southampton","F"
"5474","Ipswich","U"
"5475","Crawley","U"
"5476","Huddersfield","F"
"5477","Hull","F"
"5478","Southampton","F"
"5479","Manchester","F"
"5480","Portsmouth","U"
"5481","Bradford","U"
"5482","Exeter","F"
"5483","Leicester","F"
"5484","Manchester","U"
"5485","Stoke","M"
"5486","Oxford","F"
"5487","Swindon","F"
"5488","Birmingham","F"
"5489","Brighton","F"
"5490","Newcastle","F"
"5491","National Average","U"
"5492","Exeter","F"
"5493","Belfast","F"
"5494","Burnley","M"
"5495","Huddersfield","F"
"5496","Bristol","F"
"5497","Bradford","F"
"5498","Huddersfield","F"
"5499","Slough","F"
"5500","Newport","U"
"5501","Wakefield","F"
"5502","Birkenhead","F"
"5503","Coventry","M"
"5504","Gloucester","U"
"5505","Manchester","F"
"5506","Doncaster","F"
"5507","Bristol","M"
"5508","Aberdeen","U"
"5509","Edinburgh","F"
"5510","Peterborough","F"
"5511","Southampton","F"
"5512","London","F"
"5513","Blackburn","F"
"5514","Aberdeen","F"
"5515","Telford","F"
"5516","Peterborough","F"
"5517","Derby","F"
"5518","Oxford","F"
"5519","Liverpool","F"
"5520","Preston","F"
"5521","Oxford","F"
"5522","Sunderland","F"
"5523","Sheffield","M"
"5524","Dundee","F"
"5525","Milton Keynes","F"
"5526","Cambridge","M"
"5527","Middlesbrough","M"
"5528","Basildon","F"
"5529","Crawley","F"
"5530","Birmingham","M"
"5531","Gloucester","U"
"5532","Newport","M"
"5533","Wakefield","F"
"5534","London","F"
"5535","Sheffield","F"
"5536","Swansea","F"
"5537","Slough","F"
"5538","Manchester","U"
"5539","Telford","F"
"5540","Bristol","U"
"5541","Exeter","M"
"5542","Doncaster","F"
"5543","Liverpool","F"
"5544","Slough","F"
"5545","Liverpool","F"
"5546","Huddersfield","U"
"5547","Derby","U"
"5548","Brighton","U"
"5549","Coventry","F"
"5550","Coventry","M"
"5551","Cambridge","M"
"5552","Northampton","F"
"5553","Milton Keynes","F"
"5554","Edinburgh","F"
"5555","Crawley","F"
"5556","Aldershot","F"
"5557","Middlesbrough","F"
"5558","Peterborough","F"
"5559","Preston","F"
"5560","Belfast","U"
"5561","Barnsley","F"
"5562","Cardiff","F"
"5563","Northampton","U"
"5564","Gloucester","U"
"5565","Belfast","U"
"5566","Swindon","F"
"5567","Southampton","F"
"5568","Portsmouth","F"
"5569","Coventry","M"
"5570","Milton Keynes","U"
"5571","Exeter","F"
"5572","Ipswich","F"
"5573","Mansfield","F"
"5574","Exeter","F"
"5575","Milton Keynes","M"
"5576","Gloucester","F"
"5577","Bradford","U"
"5578","Basildon","F"
"5579","London","F"
"5580","Blackburn","F"
"5581","Aberdeen","M"
"5582","Oxford","F"
"5583","Mansfield","F"
"5584","Blackburn","M"
"5585","Portsmouth","F"
"5586","Brighton","F"
"5587","Ipswich","U"
"5588","Reading","F"
"5589","Norwich","U"
"5590","Oxford","F"
"5591","Chatham","F"
"5592","Mansfield","F"
"5593","Exeter","F"
"5594","","F"
"5595","Chatham","F"
"5596","","M"
"5597","Leeds","F"
"5598","Oxford","M"
"5599","Cardiff","F"
"5600","Swansea","M"
"5601","Stoke","F"
"5602","Leicester","F"
"5603","Glasgow","F"
"5604","Aberdeen","U"
"5605","Aberdeen","F"
"5606","Southend","F"
"5607","Gloucester","F"
"5608","Sheffield","F"
"5609","Ipswich","U"
"5610","Edinburgh","F"
"5611","Oxford","F"
"5612","Milton Keynes","F"
"5613","Peterborough","F"
"5614","Ipswich","F"
"5615","Peterborough","F"
"5616","Cambridge","F"
"5617","Edinburgh","F"
"5618","Aldershot","F"
"5619","Southend","U"
"5620","Aldershot","F"
"5621","Milton Keynes","F"
"5622","Ipswich","U"
"5623","Bristol","M"
"5624","","F"
"5625","Southampton","M"
"5626","","F"
"5627","Sheffield","F"
"5628","Norwich","F"
"5629","Bournemouth","F"
"5630","Cambridge","F"
"5631","Stoke","U"
"5632","Glasgow","F"
"5633","Leicester","F"
"5634","Southampton","F"
"5635","Swansea","F"
"5636","Basildon","F"
"5637","Bournemouth","U"
"5638","Hull","F"
"5639","Bristol","F"
"5640","Nottingham","F"
"5641","Ipswich","F"
"5642","Peterborough","F"
"5643","Mansfield","F"
"5644","Blackburn","M"
"5645","Reading","U"
"5646","Middlesbrough","F"
"5647","Aldershot","F"
"5648","Bradford","U"
"5649","","M"
"5650","Wakefield","U"
"5651","Slough","U"
"5652","Brighton","M"
"5653","Blackburn","U"
"5654","Telford","F"
"5655","Leeds","U"
"5656","Oxford","F"
"5657","Burnley","F"
"5658","Derby","F"
"5659","Blackpool","F"
"5660","Gloucester","M"
"5661","","F"
"5662","Newport","F"
"5663","Worthing","U"
"5664","Hull","F"
"5665","Plymouth","M"
"5666","Reading","M"
"5667","Bristol","F"
"5668","Preston","F"
"5669","Manchester","F"
"5670","Bristol","F"
"5671","Slough","F"
"5672","Newport","U"
"5673","Doncaster","F"
"5674","Basildon","F"
"5675","","F"
"5676","Preston","F"
"5677","Basildon","F"
"5678","Birmingham","F"
"5679","Basildon","U"
"5680","Southend","F"
"5681","Cambridge","U"
"5682","Liverpool","F"
"5683","Barnsley","F"
"5684","London","F"
"5685","Basildon","F"
"5686","Huddersfield","F"
"5687","Edinburgh","U"
"5688","Wakefield","F"
"5689","Coventry","F"
"5690","Huddersfield","F"
"5691","Doncaster","F"
"5692","Manchester","U"
"5693","Bristol","M"
"5694","Gloucester","F"
"5695","Northampton","F"
"5696","Southend","F"
"5697","Norwich","F"
"5698","Bradford","U"
"5699","Stoke","F"
"5700","Newcastle","F"
"5701","Basildon","U"
"5702","Swansea","F"
"5703","Gloucester","F"
"5704","Belfast","F"
"5705","Bristol","F"
"5706","Northampton","F"
"5707","Chatham","M"
"5708","Northampton","F"
"5709","Blackburn","U"
"5710","Norwich","F"
"5711","Portsmouth","U"
"5712","Northampton","M"
"5713","Blackpool","F"
"5714","Reading","U"
"5715","Southampton","F"
"5716","Gloucester","F"
"5717","Manchester","F"
"5718","Birmingham","F"
"5719","Portsmouth","F"
"5720","Doncaster","U"
"5721","Leeds","M"
"5722","Dundee","F"
"5723","Leicester","F"
"5724","Milton Keynes","M"
"5725","Preston","F"
"5726","Oxford","F"
"5727","Huddersfield","F"
"5728","Sheffield","U"
"5729","Southend","F"
"5730","Portsmouth","F"
"5731","Reading","U"
"5732","Barnsley","F"
"5733","Aldershot","F"
"5734","Birmingham","U"
"5735","Swansea","F"
"5736","Blackpool","F"
"5737","Burnley","U"
"5738","Southampton","U"
"5739","","F"
"5740","Sunderland","U"
"5741","Aberdeen","F"
"5742","Coventry","F"
"5743","Milton Keynes","F"
"5744","Portsmouth","F"
"5745","Glasgow","U"
"5746","Aberdeen","F"
"5747","Bristol","U"
"5748","Doncaster","F"
"5749","Oxford","M"
"5750","London","U"
"5751","Barnsley","U"
"5752","Liverpool","F"
"5753","Slough","U"
"5754","Cardiff","M"
"5755","Glasgow","U"
"5756","Stoke","F"
"5757","Stoke","F"
"5758","Oxford","U"
"5759","Plymouth","F"
"5760","Telford","U"
"5761","Telford","F"
"5762","Middlesbrough","F"
"5763","Coventry","M"
"5764","Slough","F"
"5765","Peterborough","M"
"5766","Southampton","F"
"5767","Peterborough","F"
"5768","Bristol","F"
"5769","Southampton","F"
"5770","National Average","M"
"5771","Blackburn","F"
"5772","Portsmouth","F"
"5773","Cambridge","F"
"5774","Leeds","M"
"5775","Edinburgh","F"
"5776","Ipswich","F"
"5777","Edinburgh","F"
"5778","Milton Keynes","F"
"5779","Brighton","F"
"5780","Leeds","U"
"5781","Coventry","F"
"5782","Southampton","F"
"5783","Aldershot","F"
"5784","Leicester","F"
"5785","Huddersfield","F"
"5786","Cardiff","M"
"5787","Middlesbrough","F"
"5788","Nottingham","U"
"5789","Mansfield","F"
"5790","Birmingham","F"
"5791","Bradford","F"
"5792","Manchester","F"
"5793","Plymouth","F"
"5794","Birmingham","U"
"5795","Milton Keynes","F"
"5796","Blackburn","M"
"5797","Barnsley","M"
"5798","Chatham","U"
"5799","Coventry","F"
"5800","Barnsley","M"
"5801","Coventry","F"
"5802","","F"
"5803","Reading","F"
"5804","Doncaster","F"
"5805","Ipswich","F"
"5806","Chatham","F"
"5807","Middlesbrough","F"
"5808","Liverpool","U"
"5809","","M"
"5810","Cambridge","F"
"5811","Crawley","U"
"5812","","F"
"5813","Huddersfield","F"
"5814","Oxford","M"
"5815","Birkenhead","F"
"5816","Middlesbrough","F"
"5817","Southampton","U"
"5818","Stoke","F"
"5819","Wakefield","M"
"5820","Nottingham","F"
"5821","Bradford","F"
"5822","Wakefield","U"
"5823","Hull","U"
"5824","Wakefield","F"
"5825","Glasgow","U"
"5826","Leicester","F"
"5827","Newport","F"
"5828","Swindon","F"
"5829","Brighton","F"
"5830","Aldershot","U"
"5831","Newcastle","M"
"5832","National Average","U"
"5833","Middlesbrough","F"
"5834","Leeds","F"
"5835","Nottingham","M"
"5836","Milton Keynes","F"
"5837","Norwich","F"
"5838","Sheffield","M"
"5839","Cardiff","M"
"5840","Portsmouth","F"
"5841","Coventry","U"
"5842","Crawley","F"
"5843","Middlesbrough","F"
"5844","Portsmouth","F"
"5845","Portsmouth","U"
"5846","Doncaster","F"
"5847","National Average","U"
"5848","","F"
"5849","Slough","M"
"5850","Plymouth","F"
"5851","Reading","F"
"5852","Sunderland","M"
"5853","Birmingham","F"
"5854","Northampton","F"
"5855","Bradford","F"
"5856","Basildon","F"
"5857","Portsmouth","F"
"5858","Telford","F"
"5859","Crawley","F"
"5860","Exeter","M"
"5861","Oxford","M"
"5862","London","U"
"5863","Bradford","F"
"5864","Reading","F"
"5865","Aberdeen","U"
"5866","Coventry","F"
"5867","Crawley","U"
"5868","Derby","F"
"5869","Preston","F"
"5870","Peterborough","F"
"5871","Hull","M"
"5872","Doncaster","F"
"5873","Bristol","F"
"5874","Burnley","F"
"5875","Huddersfield","U"
"5876","Bournemouth","F"
"5877","Sunderland","U"
"5878","Bristol","F"
"5879","Reading","M"
"5880","Middlesbrough","U"
"5881","Aldershot","F"
"5882","Cambridge","F"
"5883","Swansea","F"
"5884","Oxford","U"
"5885","Wakefield","U"
"5886","Birkenhead","F"
"5887","Telford","U"
"5888","Reading","F"
"5889","Reading","M"
"5890","Glasgow","F"
"5891","Warrington","F"
"5892","Middlesbrough","U"
"5893","Newcastle","F"
"5894","Preston","F"
"5895","Newport","F"
"5896","Blackpool","F"
"5897","Edinburgh","F"
"5898","Northampton","F"
"5899","Brighton","F"
"5900","Oxford","F"
"5901","Newport","U"
"5902","Belfast","U"
"5903","Glasgow","F"
"5904","Bristol","F"
"5905","Gloucester","F"
"5906","Stoke","F"
"5907","Hull","F"
"5908","Birmingham","F"
"5909","Liverpool","M"
"5910","Newport","F"
"5911","Huddersfield","F"
"5912","Newport","F"
"5913","Newport","F"
"5914","Northampton","F"
"5915","Reading","F"
"5916","Reading","M"
"5917","Liverpool","F"
"5918","Coventry","F"
"5919","Stoke","U"
"5920","Leeds","U"
"5921","Nottingham","F"
"5922","Aberdeen","F"
"5923","Cardiff","F"
"5924","Swansea","F"
"5925","Blackpool","F"
"5926","Aldershot","F"
"5927","Burnley","M"
"5928","Manchester","F"
"5929","Bournemouth","F"
"5930","Slough","F"
"5931","","U"
"5932","Reading","F"
"5933","Swindon","F"
"5934","Basildon","F"
"5935","Mansfield","U"
"5936","Newcastle","F"
"5937","Milton Keynes","F"
"5938","Middlesbrough","M"
"5939","Belfast","F"
"5940","Milton Keynes","F"
"5941","Sheffield","M"
"5942","Leeds","F"
"5943","Gloucester","U"
"5944","Southend","F"
"5945","Leicester","F"
"5946","Telford","F"
"5947","Barnsley","F"
"5948","Bradford","U"
"5949","Bristol","U"
"5950","Southend","F"
"5951","","F"
"5952","Crawley","F"
"5953","Peterborough","F"
"5954","Chatham","U"
"5955","Newcastle","F"
"5956","Northampton","F"
"5957","Milton Keynes","F"
"5958","Wakefield","F"
"5959","Sunderland","F"
"5960","Exeter","U"
"5961","Liverpool","F"
"5962","Chatham","U"
"5963","Birkenhead","F"
"5964","Belfast","U"
"5965","Derby","F"
"5966","Burnley","F"
"5967","Birmingham","F"
"5968","Plymouth","F"
"5969","Bradford","F"
"5970","Swansea","U"
"5971","Sunderland","F"
"5972","Dundee","F"
"5973","Birkenhead","F"
"5974","Oxford","F"
"5975","Birmingham","F"
"5976","Exeter","F"
"5977","Gloucester","F"
"5978","Sheffield","F"
"5979","Portsmouth","F"
"5980","Blackburn","F"
"5981","Leicester","F"
"5982","Derby","F"
"5983","Portsmouth","U"
"5984","Swindon","F"
"5985","Bradford","F"
"5986","Crawley","F"
"5987","Milton Keynes","F"
"5988","Bradford","F"
"5989","Birkenhead","F"
"5990","Coventry","U"
"5991","Blackburn","U"
"5992","Aldershot","F"
"5993","Blackpool","F"
"5994","Slough","F"
"5995","Basildon","U"
"5996","Gloucester","F"
"5997","Blackburn","F"
"5998","Leicester","F"
"5999","Swansea","F"
"6000","Basildon","F"
"6001","Gloucester","F"
"6002","Basildon","F"
"6003","Belfast","F"
"6004","Birmingham","F"
"6005","Oxford","F"
"6006","Leicester","F"
"6007","Exeter","F"
"6008","Cardiff","F"
"6009","Gloucester","F"
"6010","Nottingham","F"
"6011","Edinburgh","F"
"6012","Swansea","F"
"6013","","F"
"6014","Sheffield","F"
"6015","Newport","M"
"6016","Peterborough","M"
"6017","Telford","F"
"6018","Exeter","F"
"6019","Portsmouth","U"
"6020","Bristol","F"
"6021","Blackpool","F"
"6022","Plymouth","F"
"6023","Newport","F"
"6024","Ipswich","F"
"6025","Sheffield","F"
"6026","Southend","F"
"6027","Glasgow","F"
"6028","Leeds","F"
"6029","Portsmouth","M"
"6030","Manchester","U"
"6031","Coventry","M"
"6032","Bristol","F"
"6033","Chatham","F"
"6034","Derby","U"
"6035","Manchester","F"
"6036","Bournemouth","U"
"6037","Exeter","F"
"6038","Coventry","U"
"6039","Leicester","U"
"6040","Cambridge","F"
"6041","Blackpool","F"
"6042","Birmingham","F"
"6043","Preston","F"
"6044","Plymouth","M"
"6045","Swindon","F"
"6046","Cambridge","F"
"6047","Northampton","F"
"6048","Swindon","U"
"6049","Basildon","F"
"6050","Mansfield","F"
"6051","Nottingham","F"
"6052","Preston","F"
"6053","","F"
"6054","Middlesbrough","F"
"6055","Leeds","M"
"6056","Huddersfield","F"
"6057","Peterborough","F"
"6058","Plymouth","F"
"6059","Glasgow","U"
"6060","Oxford","F"
"6061","Belfast","F"
"6062","Newcastle","U"
"6063","Exeter","M"
"6064","Coventry","F"
"6065","Barnsley","F"
"6066","Milton Keynes","U"
"6067","Exeter","F"
"6068","Middlesbrough","M"
"6069","Oxford","F"
"6070","Derby","F"
"6071","Burnley","F"
"6072","Southend","M"
"6073","Burnley","F"
"6074","Exeter","F"
"6075","Milton Keynes","F"
"6076","Belfast","F"
"6077","Aldershot","F"
"6078","Sunderland","F"
"6079","Stoke","M"
"6080","Swindon","F"
"6081","Slough","F"
"6082","Wakefield","M"
"6083","Middlesbrough","F"
"6084","Aberdeen","M"
"6085","Norwich","F"
"6086","Preston","F"
"6087","Aberdeen","F"
"6088","Edinburgh","F"
"6089","Doncaster","F"
"6090","Aldershot","U"
"6091","Sheffield","F"
"6092","Dundee","F"
"6093","Nottingham","F"
"6094","Portsmouth","F"
"6095","Blackpool","F"
"6096","National Average","U"
"6097","Leicester","U"
"6098","Edinburgh","F"
"6099","Crawley","F"
"6100","Manchester","F"
"6101","Coventry","U"
"6102","Reading","F"
"6103","Portsmouth","F"
"6104","Sheffield","F"
"6105","Cambridge","F"
"6106","Edinburgh","F"
"6107","Telford","F"
"6108","Swindon","F"
"6109","Southampton","U"
"6110","Southend","U"
"6111","Southampton","U"
"6112","Southampton","F"
"6113","Liverpool","U"
"6114","Huddersfield","M"
"6115","Cardiff","F"
"6116","Leeds","F"
"6117","Coventry","F"
"6118","Belfast","F"
"6119","Bradford","F"
"6120","Exeter","U"
"6121","Hull","F"
"6122","Manchester","F"
"6123","Oxford","F"
"6124","Huddersfield","F"
"6125","Birmingham","F"
"6126","National Average","F"
"6127","Bournemouth","U"
"6128","Northampton","F"
"6129","Leeds","F"
"6130","London","U"
"6131","Brighton","U"
"6132","Wakefield","F"
"6133","Sunderland","U"
"6134","Doncaster","U"
"6135","Middlesbrough","U"
"6136","National Average","F"
"6137","Basildon","F"
"6138","Aberdeen","M"
"6139","Stoke","F"
"6140","Portsmouth","F"
"6141","Reading","U"
"6142","Stoke","F"
"6143","","M"
"6144","Telford","F"
"6145","Cardiff","F"
"6146","National Average","M"
"6147","Slough","F"
"6148","Peterborough","F"
"6149","Glasgow","U"
"6150","Blackpool","F"
"6151","Cambridge","F"
"6152","Barnsley","F"
"6153","Telford","F"
"6154","Blackburn","F"
"6155","Crawley","F"
"6156","Swindon","F"
"6157","Barnsley","F"
"6158","Bristol","U"
"6159","Chatham","F"
"6160","Nottingham","F"
"6161","Blackpool","F"
"6162","Middlesbrough","U"
"6163","Cambridge","U"
"6164","Huddersfield","U"
"6165","","F"
"6166","Birmingham","U"
"6167","Sheffield","F"
"6168","Reading","F"
"6169","Sheffield","F"
"6170","Glasgow","F"
"6171","Bristol","M"
"6172","Hull","F"
"6173","Hull","U"
"6174","Burnley","F"
"6175","Aldershot","F"
"6176","Dundee","F"
"6177","Cardiff","U"
"6178","Newport","F"
"6179","Slough","F"
"6180","Portsmouth","F"
"6181","London","U"
"6182","Liverpool","F"
"6183","Edinburgh","U"
"6184","Bristol","U"
"6185","Preston","F"
"6186","Cardiff","M"
"6187","Glasgow","U"
"6188","Plymouth","F"
"6189","Leeds","F"
"6190","Blackburn","F"
"6191","Middlesbrough","U"
"6192","Cardiff","M"
"6193","Birmingham","M"
"6194","Swansea","F"
"6195","Huddersfield","U"
"6196","Oxford","F"
"6197","Plymouth","M"
"6198","Swansea","F"
"6199","Glasgow","F"
"6200","Huddersfield","U"
"6201","Dundee","F"
"6202","Burnley","M"
"6203","Southampton","F"
"6204","Peterborough","F"
"6205","Basildon","M"
"6206","Ipswich","U"
"6207","Northampton","F"
"6208","Brighton","F"
"6209","Ipswich","F"
"6210","Dundee","U"
"6211","Middlesbrough","M"
"6212","Edinburgh","U"
"6213","Barnsley","F"
"6214","Brighton","U"
"6215","Bristol","F"
"6216","Sheffield","F"
"6217","Oxford","F"
"6218","Bournemouth","U"
"6219","Cardiff","F"
"6220","Preston","F"
"6221","Edinburgh","U"
"6222","Plymouth","F"
"6223","Sheffield","U"
"6224","Preston","F"
"6225","Hull","F"
"6226","Sunderland","F"
"6227","Bradford","F"
"6228","Gloucester","F"
"6229","Gloucester","U"
"6230","Telford","F"
"6231","Derby","F"
"6232","Birmingham","F"
"6233","Telford","M"
"6234","Bristol","F"
"6235","Norwich","F"
"6236","Blackburn","M"
"6237","Chatham","F"
"6238","Cambridge","F"
"6239","Preston","U"
"6240","Exeter","F"
"6241","Doncaster","F"
"6242","Burnley","F"
"6243","Northampton","F"
"6244","Cambridge","U"
"6245","Brighton","U"
"6246","Bournemouth","M"
"6247","Oxford","U"
"6248","Milton Keynes","M"
"6249","Preston","U"
"6250","Mansfield","F"
"6251","Swansea","F"
"6252","Swindon","F"
"6253","Swindon","F"
"6254","Milton Keynes","F"
"6255","Birkenhead","F"
"6256","London","F"
"6257","Leicester","F"
"6258","Slough","F"
"6259","National Average","F"
"6260","National Average","M"
"6261","London","F"
"6262","","F"
"6263","Bournemouth","F"
"6264","Gloucester","F"
"6265","Doncaster","U"
"6266","Birmingham","F"
"6267","Belfast","F"
"6268","Blackpool","F"
"6269","Huddersfield","U"
"6270","Chatham","F"
"6271","Birmingham","U"
"6272","","F"
"6273","Gloucester","F"
"6274","Crawley","F"
"6275","Cardiff","U"
"6276","Belfast","F"
"6277","Bradford","U"
"6278","Hull","F"
"6279","Slough","F"
"6280","Leicester","F"
"6281","Birkenhead","U"
"6282","Blackburn","F"
"6283","National Average","F"
"6284","Brighton","F"
"6285","Bradford","F"
"6286","Telford","F"
"6287","Aberdeen","F"
"6288","Telford","F"
"6289","Slough","U"
"6290","Blackburn","U"
"6291","Bournemouth","F"
"6292","Reading","F"
"6293","Sheffield","F"
"6294","Newport","M"
"6295","Slough","F"
"6296","Mansfield","U"
"6297","Newcastle","F"
"6298","Brighton","F"
"6299","Glasgow","F"
"6300","Dundee","F"
"6301","Crawley","M"
"6302","Swansea","M"
"6303","Sheffield","F"
"6304","Aberdeen","F"
"6305","Glasgow","F"
"6306","Sheffield","U"
"6307","Southend","F"
"6308","Blackburn","U"
"6309","Northampton","U"
"6310","Blackburn","U"
"6311","Cardiff","F"
"6312","Peterborough","F"
"6313","Norwich","M"
"6314","Birmingham","U"
"6315","Newcastle","F"
